id_venta;id_sucursal;id_producto;fecha_venta;cantidad_vendida;total_venta
11834;5;4;10-12-2029;10;250.0
11835;4;5;22-10-2030;8;400.0
11836;6;2;14-08-2028;6;4800.0
11837;3;6;20-03-2030;9;2700.0
11838;2;12;13-06-2028;5;150.0
11839;5;11;05-07-2028;1;120.0
11840;4;4;02-08-2026;8;200.0
11841;2;10;12-07-2030;5;400.0
11842;4;6;22-01-2030;8;2400.0
11843;2;2;29-10-2028;6;4800.0
11844;5;6;08-11-2030;3;900.0
11845;2;10;30-12-2028;3;240.0
11846;4;12;12-07-2028;1;30.0
11847;1;3;13-06-2027;8;4000.0
11848;4;11;30-03-2030;10;1200.0
11849;4;3;19-10-2027;7;3500.0
11850;1;9;21-09-2029;5;1250.0
11851;3;3;15-10-2029;4;2000.0
11852;4;2;05-03-2027;9;7200.0
11853;3;5;16-05-2029;7;350.0
11854;4;4;09-01-2030;2;50.0
11855;1;12;23-10-2026;5;150.0
11856;3;7;18-07-2026;6;900.0
11857;2;1;15-12-2028;2;2400.0
11858;2;1;22-04-2030;1;1200.0
11859;2;12;06-08-2028;9;270.0
11860;4;6;02-04-2026;1;300.0
11861;6;9;16-04-2026;6;1500.0
11862;5;12;08-01-2028;4;120.0
11863;3;4;10-11-2028;7;175.0
11864;2;2;19-04-2028;6;4800.0
11865;3;5;04-12-2029;1;50.0
11866;5;9;22-02-2028;10;2500.0
11867;4;5;29-03-2030;3;150.0
11868;5;10;19-01-2030;6;480.0
11869;4;8;24-11-2028;5;350.0
11870;1;1;20-05-2027;6;7200.0
11871;3;6;18-12-2026;3;900.0
11872;3;2;11-09-2030;3;2400.0
11873;6;2;14-07-2030;3;2400.0
11874;6;6;08-11-2027;6;1800.0
11875;2;5;02-04-2028;5;250.0
11876;4;10;24-04-2026;7;560.0
11877;6;10;06-08-2030;1;80.0
11878;2;10;24-11-2026;2;160.0
11879;1;6;18-03-2027;2;600.0
11880;2;10;20-02-2026;1;80.0
11881;3;7;05-11-2030;6;900.0
11882;4;11;10-12-2029;6;720.0
11883;2;11;11-10-2027;8;960.0
11884;2;1;12-08-2030;5;6000.0
11885;4;1;15-05-2028;6;7200.0
11886;2;10;14-10-2028;10;800.0
11887;1;1;18-12-2028;10;12000.0
11888;2;6;17-10-2029;6;1800.0
11889;2;10;17-09-2027;3;240.0
11890;2;3;16-11-2029;6;3000.0
11891;6;4;08-11-2027;5;125.0
11892;2;10;09-09-2026;1;80.0
11893;2;10;31-03-2029;8;640.0
11894;6;9;07-04-2026;3;750.0
11895;1;9;05-04-2030;6;1500.0
11896;3;8;16-04-2026;9;630.0
11897;4;9;03-07-2028;2;500.0
11898;2;9;22-06-2028;5;1250.0
11899;4;12;09-09-2027;3;90.0
11900;5;4;02-05-2030;8;200.0
11901;6;5;19-07-2026;3;150.0
11902;1;1;08-10-2028;8;9600.0
11903;6;1;06-07-2027;7;8400.0
11904;5;7;21-02-2028;2;300.0
11905;3;12;13-11-2029;4;120.0
11906;4;2;15-09-2026;8;6400.0
11907;5;11;02-02-2030;3;360.0
11908;5;2;30-12-2027;7;5600.0
11909;6;12;05-11-2028;4;120.0
11910;1;12;04-08-2026;9;270.0
11911;6;3;11-07-2028;1;500.0
11912;5;2;01-04-2028;3;2400.0
11913;5;7;04-09-2027;2;300.0
11914;3;10;21-07-2028;4;320.0
11915;4;7;04-07-2027;3;450.0
11916;2;7;26-01-2028;5;750.0
11917;6;9;17-01-2028;5;1250.0
11918;3;6;11-12-2029;6;1800.0
11919;4;4;10-07-2029;7;175.0
11920;6;6;22-02-2028;3;900.0
11921;3;11;19-03-2028;6;720.0
11922;2;9;02-01-2030;7;1750.0
11923;1;7;22-01-2027;1;150.0
11924;5;4;14-06-2026;4;100.0
11925;3;7;22-01-2027;7;1050.0
11926;1;2;27-11-2026;7;5600.0
11927;6;10;22-03-2028;7;560.0
11928;6;1;14-10-2030;6;7200.0
11929;1;8;25-12-2028;1;70.0
11930;3;4;06-01-2027;10;250.0
11931;1;4;29-11-2027;4;100.0
11932;6;3;29-05-2030;2;1000.0
11933;3;6;19-04-2030;3;900.0
11934;5;5;10-04-2028;4;200.0
11935;4;10;29-03-2027;10;800.0
11936;4;4;21-09-2028;1;25.0
11937;2;8;15-05-2027;4;280.0
11938;4;10;22-01-2029;2;160.0
11939;1;12;04-04-2026;1;30.0
11940;6;4;01-05-2030;10;250.0
11941;3;12;26-03-2026;7;210.0
11942;2;6;08-04-2030;1;300.0
11943;3;12;29-08-2028;4;120.0
11944;5;12;01-08-2027;10;300.0
11945;1;9;20-02-2027;10;2500.0
11946;3;4;05-04-2030;7;175.0
11947;1;3;22-02-2026;2;1000.0
11948;2;9;26-08-2028;3;750.0
11949;1;11;11-03-2028;10;1200.0
11950;5;4;15-03-2028;7;175.0
11951;1;6;15-02-2029;4;1200.0
11952;6;2;31-08-2027;1;800.0
11953;5;9;16-04-2030;10;2500.0
11954;1;5;20-09-2030;1;50.0
11955;6;11;26-04-2026;1;120.0
11956;4;1;30-05-2029;6;7200.0
11957;1;11;29-01-2030;8;960.0
11958;1;12;20-04-2028;3;90.0
11959;4;6;29-09-2027;1;300.0
11960;2;10;14-01-2028;2;160.0
11961;2;7;19-02-2026;1;150.0
11962;2;7;07-09-2030;1;150.0
11963;5;5;06-03-2029;5;250.0
11964;3;6;07-03-2028;3;900.0
11965;5;11;01-10-2028;9;1080.0
11966;5;6;12-07-2029;3;900.0
11967;1;7;31-12-2027;7;1050.0
11968;6;6;29-03-2028;8;2400.0
11969;4;12;21-10-2030;8;240.0
11970;2;2;15-04-2030;10;8000.0
11971;6;8;20-09-2030;1;70.0
11972;1;12;07-03-2030;10;300.0
11973;3;2;07-04-2028;3;2400.0
11974;5;4;30-11-2029;8;200.0
11975;2;6;16-05-2026;1;300.0
11976;4;8;22-08-2028;2;140.0
11977;6;2;22-06-2029;2;1600.0
11978;3;3;16-12-2026;9;4500.0
11979;4;1;05-12-2027;2;2400.0
11980;1;10;29-11-2029;10;800.0
11981;5;2;18-04-2030;4;3200.0
11982;4;9;20-06-2028;9;2250.0
11983;3;10;13-03-2026;4;320.0
11984;1;10;04-12-2027;7;560.0
11985;1;1;14-05-2029;5;6000.0
11986;6;5;28-05-2030;8;400.0
11987;3;8;13-08-2030;6;420.0
11988;6;5;03-07-2028;7;350.0
11989;6;11;15-08-2029;6;720.0
11990;3;2;09-03-2030;10;8000.0
11991;4;12;22-08-2026;2;60.0
11992;1;9;09-09-2028;3;750.0
11993;6;8;01-09-2029;4;280.0
11994;1;1;05-05-2029;8;9600.0
11995;5;11;07-10-2029;4;480.0
11996;4;9;08-03-2027;5;1250.0
11997;4;1;22-10-2027;2;2400.0
11998;1;4;15-06-2030;6;150.0
11999;1;11;26-04-2028;10;1200.0
12000;4;3;16-01-2028;2;1000.0
12001;3;2;09-12-2029;1;800.0
12002;2;4;16-01-2029;10;250.0
12003;5;11;16-02-2026;2;240.0
12004;5;12;12-03-2027;6;180.0
12005;1;8;21-11-2026;3;210.0
12006;6;6;23-02-2026;3;900.0
12007;2;9;21-08-2029;5;1250.0
12008;1;11;09-08-2027;3;360.0
12009;1;4;06-08-2028;1;25.0
12010;4;12;25-07-2028;7;210.0
12011;2;8;17-03-2026;4;280.0
12012;3;3;24-03-2026;8;4000.0
12013;3;11;24-08-2026;3;360.0
12014;2;9;17-03-2030;9;2250.0
12015;5;10;21-12-2029;2;160.0
12016;4;5;23-04-2030;1;50.0
12017;3;11;07-06-2027;5;600.0
12018;2;11;09-04-2026;6;720.0
12019;6;11;28-09-2028;8;960.0
12020;4;4;28-05-2027;9;225.0
12021;5;11;30-10-2030;7;840.0
12022;6;9;06-09-2027;2;500.0
12023;2;6;10-03-2026;1;300.0
12024;4;7;05-07-2029;3;450.0
12025;2;6;16-06-2030;10;3000.0
12026;2;12;21-10-2028;4;120.0
12027;4;10;28-07-2029;7;560.0
12028;1;7;29-04-2028;4;600.0
12029;5;2;22-08-2026;7;5600.0
12030;2;6;21-05-2028;6;1800.0
12031;3;9;03-11-2030;2;500.0
12032;3;7;28-06-2028;1;150.0
12033;3;8;23-01-2029;10;700.0
12034;2;10;19-02-2029;8;640.0
12035;6;4;03-11-2026;9;225.0
12036;3;12;30-06-2030;5;150.0
12037;5;10;17-02-2028;1;80.0
12038;2;5;26-03-2027;5;250.0
12039;6;11;12-07-2027;7;840.0
12040;3;7;21-05-2027;5;750.0
12041;6;12;13-04-2030;10;300.0
12042;1;5;21-01-2029;6;300.0
12043;1;12;05-03-2030;10;300.0
12044;5;4;13-05-2030;10;250.0
12045;3;6;02-11-2030;2;600.0
12046;3;11;22-04-2030;2;240.0
12047;3;8;12-03-2029;8;560.0
12048;1;8;24-10-2029;8;560.0
12049;3;8;30-05-2030;9;630.0
12050;3;3;24-05-2028;7;3500.0
12051;1;9;20-09-2029;7;1750.0
12052;2;12;13-02-2027;8;240.0
12053;2;1;15-02-2027;7;8400.0
12054;5;10;09-08-2030;8;640.0
12055;2;5;02-04-2027;9;450.0
12056;4;4;03-03-2030;4;100.0
12057;5;5;24-12-2029;10;500.0
12058;6;1;23-08-2028;4;4800.0
12059;1;11;25-12-2028;1;120.0
12060;2;5;25-02-2026;2;100.0
12061;3;5;12-02-2028;6;300.0
12062;1;10;24-12-2030;4;320.0
12063;4;11;18-05-2030;9;1080.0
12064;1;9;16-08-2026;8;2000.0
12065;3;7;06-10-2030;5;750.0
12066;5;2;10-12-2028;10;8000.0
12067;4;2;13-06-2026;5;4000.0
12068;4;7;14-09-2026;4;600.0
12069;4;11;16-08-2027;5;600.0
12070;4;6;15-07-2026;10;3000.0
12071;4;4;20-11-2027;6;150.0
12072;5;2;21-03-2026;5;4000.0
12073;2;7;16-11-2028;9;1350.0
12074;1;10;17-02-2028;1;80.0
12075;1;11;09-06-2027;3;360.0
12076;3;7;20-12-2030;5;750.0
12077;4;9;09-12-2029;7;1750.0
12078;6;4;17-01-2027;5;125.0
12079;1;12;16-10-2028;9;270.0
12080;1;4;27-04-2029;1;25.0
12081;5;6;21-10-2027;3;900.0
12082;2;12;11-06-2028;3;90.0
12083;3;2;14-04-2028;2;1600.0
12084;2;9;02-09-2028;1;250.0
12085;1;12;02-05-2030;10;300.0
12086;2;5;07-12-2026;2;100.0
12087;1;11;16-10-2027;1;120.0
12088;6;2;18-01-2029;3;2400.0
12089;6;6;02-03-2026;2;600.0
12090;1;4;25-11-2030;2;50.0
12091;4;8;09-10-2027;5;350.0
12092;3;3;08-06-2026;8;4000.0
12093;3;11;02-08-2027;4;480.0
12094;4;11;13-01-2030;4;480.0
12095;5;3;05-03-2026;6;3000.0
12096;4;7;16-07-2026;3;450.0
12097;4;7;20-05-2029;5;750.0
12098;5;9;31-12-2028;1;250.0
12099;5;7;18-02-2029;6;900.0
12100;2;9;08-12-2027;1;250.0
12101;1;10;09-12-2029;1;80.0
12102;3;6;15-10-2029;2;600.0
12103;4;2;03-12-2030;9;7200.0
12104;4;2;20-10-2026;7;5600.0
12105;1;10;18-12-2030;7;560.0
12106;1;9;28-06-2030;10;2500.0
12107;3;9;04-01-2027;5;1250.0
12108;3;2;01-11-2030;8;6400.0
12109;5;12;13-10-2026;5;150.0
12110;6;6;26-11-2028;9;2700.0
12111;3;11;18-10-2027;1;120.0
12112;1;10;12-02-2029;8;640.0
12113;1;9;08-05-2030;10;2500.0
12114;3;5;26-03-2028;10;500.0
12115;6;4;12-12-2029;4;100.0
12116;1;10;07-04-2027;4;320.0
12117;5;8;23-09-2026;2;140.0
12118;4;6;29-10-2030;1;300.0
12119;3;8;23-10-2027;2;140.0
12120;4;8;28-02-2027;4;280.0
12121;3;4;18-07-2029;9;225.0
12122;6;2;26-11-2027;9;7200.0
12123;2;3;07-04-2030;4;2000.0
12124;4;11;06-03-2028;1;120.0
12125;2;4;27-04-2030;3;75.0
12126;2;8;04-05-2030;2;140.0
12127;6;12;26-03-2028;4;120.0
12128;4;3;20-02-2028;6;3000.0
12129;5;5;08-12-2029;2;100.0
12130;4;8;28-11-2028;2;140.0
12131;2;4;04-10-2029;8;200.0
12132;1;1;27-12-2027;2;2400.0
12133;2;6;13-02-2028;7;2100.0
12134;3;8;05-06-2027;4;280.0
12135;4;2;24-08-2026;1;800.0
12136;6;5;23-10-2026;9;450.0
12137;5;9;16-06-2026;2;500.0
12138;4;8;27-04-2029;3;210.0
12139;1;10;26-04-2030;7;560.0
12140;2;2;01-09-2028;6;4800.0
12141;3;4;14-04-2028;9;225.0
12142;1;8;22-02-2026;2;140.0
12143;1;10;13-09-2028;2;160.0
12144;1;8;06-03-2029;1;70.0
12145;3;8;17-06-2029;3;210.0
12146;4;3;21-07-2028;8;4000.0
12147;3;3;18-10-2029;7;3500.0
12148;5;5;27-04-2030;3;150.0
12149;4;11;19-06-2026;7;840.0
12150;2;10;21-04-2027;2;160.0
12151;1;8;09-01-2027;1;70.0
12152;1;9;17-08-2027;6;1500.0
12153;5;1;14-03-2030;1;1200.0
12154;1;5;04-06-2028;8;400.0
12155;6;2;27-07-2028;5;4000.0
12156;3;1;01-04-2029;3;3600.0
12157;3;4;06-11-2028;6;150.0
12158;6;4;31-03-2026;5;125.0
12159;5;12;03-12-2027;9;270.0
12160;5;10;10-01-2027;1;80.0
12161;3;3;08-07-2027;1;500.0
12162;4;11;07-06-2030;4;480.0
12163;4;4;01-04-2030;5;125.0
12164;1;3;10-08-2026;2;1000.0
12165;2;5;19-05-2027;8;400.0
12166;3;11;08-03-2027;1;120.0
12167;5;12;02-07-2029;4;120.0
12168;1;1;09-12-2029;8;9600.0
12169;2;3;16-12-2029;3;1500.0
12170;1;11;07-01-2027;1;120.0
12171;2;11;07-06-2028;9;1080.0
12172;2;4;07-09-2030;10;250.0
12173;1;9;09-08-2028;2;500.0
12174;1;10;17-12-2029;6;480.0
12175;3;8;30-08-2026;10;700.0
12176;4;4;04-07-2027;4;100.0
12177;2;1;23-06-2028;10;12000.0
12178;3;12;29-12-2027;3;90.0
12179;4;11;06-06-2029;8;960.0
12180;5;4;20-06-2027;1;25.0
12181;1;6;29-04-2028;9;2700.0
12182;2;4;01-07-2029;8;200.0
12183;5;6;05-07-2030;6;1800.0
12184;3;12;10-10-2030;3;90.0
12185;2;8;17-09-2027;9;630.0
12186;3;2;07-05-2027;5;4000.0
12187;6;9;08-10-2028;1;250.0
12188;3;11;18-03-2026;5;600.0
12189;5;8;29-08-2026;9;630.0
12190;3;7;08-03-2029;10;1500.0
12191;4;3;21-10-2028;3;1500.0
12192;4;8;01-09-2029;3;210.0
12193;2;11;13-03-2026;9;1080.0
12194;1;9;06-11-2030;5;1250.0
12195;3;7;09-09-2028;3;450.0
12196;3;1;13-09-2026;6;7200.0
12197;5;10;25-12-2028;6;480.0
12198;2;10;19-08-2026;7;560.0
12199;3;11;18-04-2028;6;720.0
12200;6;9;17-11-2028;4;1000.0
12201;4;10;23-02-2026;3;240.0
12202;1;2;25-02-2029;7;5600.0
12203;4;3;10-04-2029;4;2000.0
12204;5;5;01-09-2030;1;50.0
12205;4;11;02-02-2027;2;240.0
12206;4;4;01-09-2029;10;250.0
12207;2;12;14-10-2029;2;60.0
12208;6;3;03-12-2030;3;1500.0
12209;4;10;16-03-2030;5;400.0
12210;2;9;14-04-2028;9;2250.0
12211;3;1;01-01-2030;5;6000.0
12212;4;2;29-09-2027;5;4000.0
12213;3;9;26-06-2029;10;2500.0
12214;6;5;14-08-2029;5;250.0
12215;4;3;16-10-2026;4;2000.0
12216;2;5;03-07-2027;6;300.0
12217;6;12;06-12-2028;1;30.0
12218;4;11;20-04-2030;10;1200.0
12219;1;2;16-01-2030;9;7200.0
12220;3;6;21-12-2028;7;2100.0
12221;2;8;04-12-2026;4;280.0
12222;4;3;20-01-2027;10;5000.0
12223;4;2;14-01-2028;3;2400.0
12224;5;1;20-09-2026;1;1200.0
12225;6;2;27-07-2029;6;4800.0
12226;6;1;23-03-2027;5;6000.0
12227;2;5;03-07-2030;5;250.0
12228;4;1;19-09-2028;4;4800.0
12229;5;7;05-04-2027;5;750.0
12230;6;8;13-05-2028;3;210.0
12231;6;2;31-03-2030;7;5600.0
12232;1;12;13-10-2028;5;150.0
12233;1;3;21-09-2029;10;5000.0
12234;2;1;16-10-2030;9;10800.0
12235;5;1;25-07-2027;6;7200.0
12236;3;5;08-12-2027;10;500.0
12237;6;1;06-12-2029;6;7200.0
12238;1;5;20-03-2029;7;350.0
12239;6;10;31-07-2030;2;160.0
12240;5;3;31-10-2026;2;1000.0
12241;4;6;15-11-2027;3;900.0
12242;2;8;19-02-2028;10;700.0
12243;2;4;01-03-2030;9;225.0
12244;6;2;20-03-2030;2;1600.0
12245;3;3;17-06-2027;8;4000.0
12246;2;1;24-05-2026;8;9600.0
12247;2;11;04-10-2028;3;360.0
12248;1;12;24-01-2029;4;120.0
12249;4;11;25-09-2029;8;960.0
12250;4;11;06-10-2030;6;720.0
12251;3;10;13-10-2027;8;640.0
12252;4;6;07-06-2026;5;1500.0
12253;6;8;16-01-2027;1;70.0
12254;2;3;01-09-2030;7;3500.0
12255;3;5;30-04-2028;5;250.0
12256;6;11;23-12-2028;7;840.0
12257;5;10;23-02-2028;6;480.0
12258;2;8;05-09-2030;1;70.0
12259;5;5;15-09-2027;8;400.0
12260;4;4;17-12-2028;3;75.0
12261;4;5;21-02-2030;5;250.0
12262;6;5;05-12-2028;10;500.0
12263;5;7;24-09-2030;9;1350.0
12264;4;12;26-12-2026;10;300.0
12265;4;12;10-04-2030;1;30.0
12266;3;6;25-06-2027;1;300.0
12267;6;10;04-12-2029;5;400.0
12268;2;10;06-08-2030;10;800.0
12269;3;1;26-03-2030;6;7200.0
12270;4;1;02-02-2027;9;10800.0
12271;4;7;22-05-2028;4;600.0
12272;5;9;25-02-2028;4;1000.0
12273;5;6;04-07-2029;9;2700.0
12274;2;4;03-04-2030;2;50.0
12275;3;7;15-07-2026;1;150.0
12276;1;3;05-06-2029;8;4000.0
12277;3;11;19-05-2026;4;480.0
12278;4;3;28-11-2028;7;3500.0
12279;4;3;24-05-2026;8;4000.0
12280;1;4;19-10-2028;2;50.0
12281;1;1;26-06-2029;3;3600.0
12282;2;3;09-12-2027;6;3000.0
12283;3;11;13-07-2029;6;720.0
12284;4;10;19-12-2027;1;80.0
12285;3;9;10-09-2027;1;250.0
12286;3;9;27-06-2027;3;750.0
12287;5;2;19-03-2027;1;800.0
12288;3;5;29-04-2030;6;300.0
12289;3;5;16-08-2030;10;500.0
12290;5;2;29-05-2027;10;8000.0
12291;6;3;30-08-2028;4;2000.0
12292;3;11;28-04-2030;7;840.0
12293;2;4;05-11-2029;5;125.0
12294;1;3;25-06-2030;9;4500.0
12295;4;8;05-05-2028;10;700.0
12296;3;8;12-02-2028;10;700.0
12297;5;6;11-12-2029;7;2100.0
12298;1;8;25-11-2026;7;490.0
12299;3;2;02-07-2029;10;8000.0
12300;1;5;01-06-2027;3;150.0
12301;5;3;09-10-2029;3;1500.0
12302;5;7;28-08-2028;1;150.0
12303;6;1;29-05-2026;10;12000.0
12304;6;9;12-08-2026;5;1250.0
12305;6;9;11-01-2029;8;2000.0
12306;6;11;28-09-2026;8;960.0
12307;6;7;29-09-2026;1;150.0
12308;3;11;30-04-2026;5;600.0
12309;5;8;15-08-2027;8;560.0
12310;4;2;13-09-2027;1;800.0
12311;1;11;04-10-2030;4;480.0
12312;6;11;14-04-2026;2;240.0
12313;6;3;19-02-2030;10;5000.0
12314;2;2;18-07-2027;1;800.0
12315;3;1;30-04-2026;6;7200.0
12316;2;9;06-08-2026;7;1750.0
12317;2;4;26-12-2029;7;175.0
12318;5;9;14-11-2028;9;2250.0
12319;1;11;24-05-2030;6;720.0
12320;6;9;10-03-2028;5;1250.0
12321;2;10;04-06-2028;6;480.0
12322;3;11;08-11-2027;10;1200.0
12323;2;10;15-12-2030;7;560.0
12324;4;12;14-01-2028;2;60.0
12325;2;5;12-04-2027;9;450.0
12326;6;12;01-09-2028;8;240.0
12327;6;4;17-03-2030;9;225.0
12328;3;6;23-09-2029;9;2700.0
12329;6;5;14-12-2028;7;350.0
12330;4;2;27-04-2029;4;3200.0
12331;2;2;21-02-2030;6;4800.0
12332;1;1;23-06-2029;9;10800.0
12333;6;9;24-04-2027;6;1500.0
12334;5;10;20-02-2028;8;640.0
12335;1;2;03-01-2027;1;800.0
12336;6;3;01-11-2027;5;2500.0
12337;6;2;20-09-2030;8;6400.0
12338;5;8;04-07-2026;2;140.0
12339;2;11;13-05-2026;9;1080.0
12340;2;12;05-02-2028;8;240.0
12341;3;7;27-06-2028;9;1350.0
12342;3;5;23-03-2026;1;50.0
12343;2;11;22-02-2027;9;1080.0
12344;3;7;06-10-2029;5;750.0
12345;6;10;25-02-2030;6;480.0
12346;6;2;12-01-2028;1;800.0
12347;6;8;13-03-2030;7;490.0
12348;3;7;16-10-2028;4;600.0
12349;1;6;12-09-2028;9;2700.0
12350;2;3;16-03-2028;4;2000.0
12351;6;9;09-08-2029;7;1750.0
12352;3;12;21-02-2027;9;270.0
12353;3;1;20-12-2029;5;6000.0
12354;4;5;10-12-2027;3;150.0
12355;3;9;20-02-2026;1;250.0
12356;5;7;28-06-2026;7;1050.0
12357;5;8;22-02-2030;6;420.0
12358;6;7;09-10-2026;1;150.0
12359;6;9;23-11-2030;2;500.0
12360;6;7;22-05-2026;4;600.0
12361;3;9;03-11-2030;10;2500.0
12362;5;5;07-06-2026;3;150.0
12363;6;10;27-12-2030;7;560.0
12364;3;2;26-06-2028;1;800.0
12365;3;12;17-07-2029;2;60.0
12366;4;4;27-04-2027;3;75.0
12367;4;11;06-10-2026;2;240.0
12368;4;11;23-12-2026;10;1200.0
12369;2;1;17-10-2028;1;1200.0
12370;6;4;13-07-2028;6;150.0
12371;3;2;26-03-2028;4;3200.0
12372;3;4;23-02-2028;8;200.0
12373;1;10;14-10-2026;8;640.0
12374;2;4;18-01-2030;10;250.0
12375;4;11;17-12-2027;10;1200.0
12376;5;3;17-08-2027;3;1500.0
12377;6;5;06-08-2026;3;150.0
12378;3;12;11-12-2027;2;60.0
12379;3;2;09-10-2026;5;4000.0
12380;2;12;16-04-2029;5;150.0
12381;5;9;12-03-2027;4;1000.0
12382;5;9;24-09-2026;10;2500.0
12383;6;2;17-11-2026;7;5600.0
12384;4;4;26-08-2028;1;25.0
12385;5;1;09-07-2029;5;6000.0
12386;1;1;18-08-2028;9;10800.0
12387;6;8;26-02-2027;3;210.0
12388;6;4;21-10-2027;3;75.0
12389;5;5;29-12-2029;5;250.0
12390;1;7;23-05-2029;8;1200.0
12391;2;7;06-10-2030;6;900.0
12392;6;7;29-03-2029;4;600.0
12393;4;7;16-01-2027;2;300.0
12394;3;5;23-11-2028;8;400.0
12395;5;1;18-09-2029;5;6000.0
12396;2;10;26-12-2028;6;480.0
12397;5;10;09-08-2030;7;560.0
12398;4;3;30-06-2029;6;3000.0
12399;4;6;05-11-2028;10;3000.0
12400;2;2;09-06-2029;8;6400.0
12401;3;2;06-08-2026;6;4800.0
12402;6;5;14-03-2029;5;250.0
12403;2;6;17-08-2029;2;600.0
12404;5;2;25-04-2027;3;2400.0
12405;2;11;10-09-2026;2;240.0
12406;5;6;04-04-2029;7;2100.0
12407;3;2;25-02-2030;2;1600.0
12408;5;6;20-01-2028;1;300.0
12409;5;3;24-08-2028;6;3000.0
12410;4;11;10-12-2028;10;1200.0
12411;6;1;02-06-2028;7;8400.0
12412;2;4;24-04-2026;8;200.0
12413;3;11;26-01-2028;10;1200.0
12414;4;10;01-09-2027;2;160.0
12415;1;5;05-12-2028;10;500.0
12416;6;3;29-08-2028;4;2000.0
12417;5;9;04-09-2026;4;1000.0
12418;1;12;09-02-2029;8;240.0
12419;5;1;22-02-2029;10;12000.0
12420;6;12;23-07-2028;10;300.0
12421;2;3;08-12-2028;3;1500.0
12422;3;8;19-05-2027;7;490.0
12423;6;5;25-07-2029;3;150.0
12424;2;12;09-06-2028;9;270.0
12425;1;5;21-07-2027;6;300.0
12426;3;8;18-03-2026;1;70.0
12427;4;9;18-07-2030;6;1500.0
12428;4;6;02-03-2030;8;2400.0
12429;6;10;03-11-2030;10;800.0
12430;4;12;24-03-2027;7;210.0
12431;2;1;27-12-2028;9;10800.0
12432;3;5;18-05-2027;7;350.0
12433;5;4;31-12-2028;7;175.0
12434;6;8;18-08-2028;4;280.0
12435;4;6;23-04-2030;7;2100.0
12436;3;2;09-03-2027;5;4000.0
12437;6;10;12-10-2029;4;320.0
12438;2;12;25-08-2029;9;270.0
12439;5;4;31-01-2028;7;175.0
12440;3;10;31-05-2030;10;800.0
12441;1;11;12-04-2029;3;360.0
12442;5;10;02-07-2026;7;560.0
12443;4;10;16-07-2027;6;480.0
12444;1;8;16-08-2028;5;350.0
12445;2;3;05-09-2029;5;2500.0
12446;3;12;22-03-2027;8;240.0
12447;5;7;22-06-2029;1;150.0
12448;1;11;12-05-2028;2;240.0
12449;3;3;30-03-2028;5;2500.0
12450;4;12;15-02-2029;1;30.0
12451;4;6;14-06-2026;1;300.0
12452;5;3;21-05-2027;4;2000.0
12453;1;3;15-11-2030;9;4500.0
12454;3;1;21-07-2029;6;7200.0
12455;4;6;30-08-2028;1;300.0
12456;4;10;20-02-2029;4;320.0
12457;6;2;20-10-2030;1;800.0
12458;2;2;05-12-2028;10;8000.0
12459;5;9;21-06-2026;7;1750.0
12460;1;10;04-01-2027;5;400.0
12461;3;12;31-10-2027;4;120.0
12462;6;4;08-11-2027;1;25.0
12463;5;3;02-06-2030;9;4500.0
12464;6;8;09-07-2028;4;280.0
12465;3;12;03-12-2026;6;180.0
12466;4;11;15-03-2030;9;1080.0
12467;1;2;03-05-2029;5;4000.0
12468;1;7;25-07-2026;3;450.0
12469;1;2;12-02-2027;4;3200.0
12470;4;12;06-07-2026;3;90.0
12471;6;1;19-04-2026;6;7200.0
12472;4;4;01-10-2028;5;125.0
12473;4;9;06-12-2029;10;2500.0
12474;6;7;04-04-2030;1;150.0
12475;1;10;10-06-2026;6;480.0
12476;4;3;31-08-2030;1;500.0
12477;6;4;18-09-2030;10;250.0
12478;3;7;11-03-2030;1;150.0
12479;6;11;23-02-2026;6;720.0
12480;3;12;04-09-2026;7;210.0
12481;6;2;07-02-2027;10;8000.0
12482;6;4;31-03-2029;7;175.0
12483;2;9;04-11-2027;8;2000.0
12484;3;8;23-06-2028;3;210.0
12485;4;6;06-03-2026;10;3000.0
12486;5;10;18-12-2029;3;240.0
12487;3;1;24-11-2029;8;9600.0
12488;2;2;21-09-2028;2;1600.0
12489;4;7;28-09-2030;2;300.0
12490;1;10;07-08-2026;1;80.0
12491;5;9;21-03-2028;7;1750.0
12492;1;8;16-09-2027;1;70.0
12493;5;11;01-01-2027;8;960.0
12494;4;1;27-07-2029;7;8400.0
12495;1;5;28-04-2029;8;400.0
12496;6;2;31-07-2028;7;5600.0
12497;3;12;19-09-2026;3;90.0
12498;4;5;01-09-2029;9;450.0
12499;5;12;17-12-2026;4;120.0
12500;2;1;18-01-2029;8;9600.0
12501;1;4;20-01-2030;7;175.0
12502;6;7;01-11-2030;2;300.0
12503;3;3;06-08-2027;10;5000.0
12504;6;1;09-01-2027;2;2400.0
12505;3;11;09-08-2026;5;600.0
12506;5;2;20-10-2030;6;4800.0
12507;3;4;01-03-2028;6;150.0
12508;2;2;03-06-2026;8;6400.0
12509;2;5;15-12-2027;7;350.0
12510;6;5;29-05-2030;10;500.0
12511;5;5;17-01-2029;6;300.0
12512;6;7;04-03-2030;5;750.0
12513;6;12;25-08-2026;7;210.0
12514;2;9;31-08-2027;9;2250.0
12515;3;1;14-01-2027;2;2400.0
12516;6;4;20-05-2029;10;250.0
12517;4;5;19-12-2030;8;400.0
12518;4;5;27-08-2027;10;500.0
