id_costo;id_sucursal;id_producto;fecha_costo;cantidad_comprada;total_costo
5682;4;3;30-07-2030;13;3900.0
5683;1;5;20-01-2027;7;140.0
5684;6;6;26-04-2028;15;2700.0
5685;6;6;04-06-2028;12;2160.0
5686;4;9;07-09-2029;12;1800.0
5687;2;6;17-07-2028;5;900.0
5688;2;8;27-12-2027;6;240.0
5689;3;11;19-05-2026;7;490.0
5690;5;4;23-09-2030;14;140.0
5691;3;1;12-03-2027;11;8800.0
5692;1;12;25-08-2029;5;50.0
5693;4;12;17-11-2028;9;90.0
5694;3;9;20-09-2026;5;750.0
5695;5;9;12-07-2028;5;750.0
5696;4;11;14-06-2029;7;490.0
5697;2;7;17-07-2026;15;1350.0
5698;3;12;04-08-2026;5;50.0
5699;1;4;29-05-2027;14;140.0
5700;2;12;08-10-2026;12;120.0
5701;1;1;29-01-2030;11;8800.0
5702;4;9;24-04-2030;10;1500.0
5703;2;2;18-12-2026;5;2500.0
5704;5;6;27-12-2027;13;2340.0
5705;5;5;01-05-2030;10;200.0
5706;2;3;07-03-2026;10;3000.0
5707;6;4;06-02-2028;7;70.0
5708;6;1;29-10-2030;7;5600.0
5709;3;6;22-08-2030;10;1800.0
5710;2;1;16-05-2026;8;6400.0
5711;1;6;30-12-2027;9;1620.0
5712;1;9;06-01-2030;14;2100.0
5713;3;9;12-08-2029;14;2100.0
5714;3;6;26-05-2027;13;2340.0
5715;1;12;14-05-2028;7;70.0
5716;6;1;04-08-2027;10;8000.0
5717;5;10;26-12-2029;13;585.0
5718;5;2;20-01-2030;14;7000.0
5719;6;3;08-10-2028;7;2100.0
5720;2;10;24-03-2030;14;630.0
5721;2;7;16-11-2028;10;900.0
5722;5;9;19-02-2027;14;2100.0
5723;2;9;15-10-2029;13;1950.0
5724;2;7;22-09-2026;12;1080.0
5725;2;9;14-07-2029;5;750.0
5726;1;6;20-02-2027;12;2160.0
5727;1;5;01-04-2030;8;160.0
5728;3;12;23-04-2026;10;100.0
5729;3;12;04-12-2030;15;150.0
5730;6;12;22-12-2027;14;140.0
5731;1;10;08-01-2030;15;675.0
5732;1;8;04-03-2030;14;560.0
5733;6;8;31-08-2029;11;440.0
5734;5;3;07-02-2028;12;3600.0
5735;5;12;09-12-2030;7;70.0
5736;2;7;21-12-2029;5;450.0
5737;5;7;31-05-2029;10;900.0
5738;1;2;23-06-2029;13;6500.0
5739;6;9;12-07-2029;13;1950.0
5740;3;1;16-11-2029;14;11200.0
5741;3;2;19-08-2027;7;3500.0
5742;1;10;09-05-2026;10;450.0
5743;2;8;06-01-2027;11;440.0
5744;3;1;04-01-2030;9;7200.0
5745;5;7;06-09-2028;8;720.0
5746;1;3;07-12-2030;8;2400.0
5747;1;8;30-11-2027;8;320.0
5748;2;1;14-09-2028;13;10400.0
5749;4;7;27-05-2026;9;810.0
5750;2;10;09-08-2030;13;585.0
5751;2;1;31-07-2030;7;5600.0
5752;6;7;25-04-2028;13;1170.0
5753;1;9;26-03-2026;10;1500.0
5754;5;1;31-03-2028;8;6400.0
5755;6;11;25-02-2028;8;560.0
5756;5;1;17-03-2029;9;7200.0
5757;6;5;21-10-2029;12;240.0
5758;3;11;12-01-2030;8;560.0
5759;6;5;11-07-2026;11;220.0
5760;2;2;06-01-2027;10;5000.0
5761;1;8;28-12-2026;12;480.0
5762;1;9;11-02-2027;11;1650.0
5763;5;7;24-04-2029;14;1260.0
5764;6;7;17-05-2029;6;540.0
5765;1;1;05-08-2030;12;9600.0
5766;3;2;14-08-2028;7;3500.0
5767;2;9;28-04-2028;10;1500.0
5768;4;4;26-02-2030;15;150.0
5769;3;6;01-01-2028;13;2340.0
5770;1;1;02-01-2030;9;7200.0
5771;5;11;25-09-2026;9;630.0
5772;3;9;24-09-2028;10;1500.0
5773;4;8;20-12-2028;9;360.0
5774;3;7;01-03-2028;5;450.0
5775;2;7;29-03-2029;9;810.0
5776;4;6;19-09-2026;9;1620.0
5777;5;4;17-08-2029;11;110.0
5778;3;12;05-05-2029;9;90.0
5779;4;11;01-10-2030;7;490.0
5780;1;1;15-07-2027;10;8000.0
5781;1;4;18-11-2028;8;80.0
5782;5;9;04-06-2030;5;750.0
5783;2;9;25-06-2026;10;1500.0
5784;4;11;16-07-2028;15;1050.0
5785;4;8;22-12-2029;5;200.0
5786;1;10;25-11-2029;13;585.0
5787;6;11;29-07-2030;6;420.0
5788;4;8;25-12-2028;8;320.0
5789;3;7;25-06-2027;15;1350.0
5790;3;9;27-01-2030;12;1800.0
5791;1;7;11-07-2026;14;1260.0
5792;5;6;30-04-2027;14;2520.0
5793;6;2;28-04-2027;12;6000.0
5794;6;8;03-02-2027;14;560.0
5795;3;6;21-05-2029;12;2160.0
5796;3;2;21-05-2030;9;4500.0
5797;6;12;24-12-2030;12;120.0
5798;1;7;18-08-2027;8;720.0
5799;1;1;13-03-2027;12;9600.0
5800;4;4;12-12-2026;14;140.0
5801;2;5;22-02-2029;13;260.0
5802;4;11;10-11-2026;9;630.0
5803;3;3;03-09-2028;8;2400.0
5804;6;5;04-08-2030;7;140.0
5805;3;3;13-09-2026;8;2400.0
5806;3;7;10-11-2029;7;630.0
5807;6;4;16-12-2026;6;60.0
5808;2;10;09-04-2027;13;585.0
5809;2;4;03-10-2029;15;150.0
5810;4;3;21-04-2030;8;2400.0
5811;3;11;06-06-2030;14;980.0
5812;1;5;19-04-2030;10;200.0
5813;3;11;12-05-2026;15;1050.0
5814;6;7;24-09-2030;12;1080.0
5815;1;9;30-05-2029;5;750.0
5816;5;1;25-08-2029;14;11200.0
5817;2;8;31-05-2030;15;600.0
5818;3;6;28-09-2027;11;1980.0
5819;6;6;10-06-2026;15;2700.0
5820;6;11;16-04-2027;9;630.0
5821;1;4;24-05-2026;15;150.0
5822;1;3;24-04-2030;15;4500.0
5823;4;10;23-08-2029;5;225.0
5824;4;8;06-03-2027;8;320.0
5825;1;11;17-11-2028;13;910.0
5826;5;2;20-07-2028;5;2500.0
5827;2;12;29-03-2028;8;80.0
5828;6;12;29-08-2028;5;50.0
5829;6;4;11-04-2027;6;60.0
5830;3;1;02-04-2029;8;6400.0
5831;2;4;16-02-2030;8;80.0
5832;3;6;17-04-2027;13;2340.0
5833;2;4;31-01-2027;10;100.0
5834;5;5;16-07-2029;7;140.0
5835;1;5;22-06-2029;8;160.0
5836;5;12;16-08-2029;14;140.0
5837;3;6;07-04-2030;11;1980.0
5838;3;11;04-03-2029;13;910.0
5839;1;11;05-06-2028;14;980.0
5840;5;8;04-12-2027;10;400.0
5841;3;12;24-12-2029;11;110.0
5842;5;8;26-03-2028;9;360.0
5843;3;6;08-07-2028;11;1980.0
5844;1;9;06-06-2027;13;1950.0
5845;3;7;16-11-2029;14;1260.0
5846;4;1;26-02-2029;6;4800.0
5847;4;6;23-04-2026;14;2520.0
5848;5;3;07-02-2028;11;3300.0
5849;4;5;04-06-2026;7;140.0
5850;5;3;23-12-2028;15;4500.0
5851;1;6;19-05-2027;8;1440.0
5852;1;7;19-03-2028;15;1350.0
5853;5;7;01-05-2028;12;1080.0
5854;5;1;10-03-2027;14;11200.0
5855;3;2;07-12-2027;13;6500.0
5856;1;7;25-10-2027;11;990.0
5857;4;3;05-04-2029;13;3900.0
5858;2;8;03-09-2030;13;520.0
5859;3;5;16-04-2027;14;280.0
5860;2;10;11-01-2027;8;360.0
5861;3;8;02-08-2026;10;400.0
5862;6;6;13-12-2030;11;1980.0
5863;5;1;02-10-2029;9;7200.0
5864;1;7;07-09-2026;10;900.0
5865;5;5;26-04-2029;11;220.0
5866;1;2;13-01-2027;9;4500.0
5867;6;2;07-05-2027;13;6500.0
5868;6;8;12-06-2028;11;440.0
5869;4;11;17-01-2028;10;700.0
5870;1;4;02-03-2026;6;60.0
5871;1;5;02-07-2028;13;260.0
5872;3;4;26-02-2030;13;130.0
5873;6;12;09-01-2030;15;150.0
5874;1;3;28-03-2030;5;1500.0
5875;3;9;06-12-2027;9;1350.0
5876;4;2;24-12-2028;12;6000.0
5877;1;12;19-08-2027;12;120.0
5878;4;1;29-08-2028;11;8800.0
5879;2;12;16-10-2027;6;60.0
5880;5;5;02-03-2030;9;180.0
5881;3;8;21-12-2029;14;560.0
5882;6;11;25-05-2030;11;770.0
5883;5;10;24-03-2027;10;450.0
5884;1;11;02-10-2027;9;630.0
5885;5;12;15-06-2029;8;80.0
5886;1;3;27-04-2030;6;1800.0
5887;1;9;20-09-2029;14;2100.0
5888;6;8;28-04-2028;10;400.0
5889;4;10;16-10-2027;15;675.0
5890;5;11;13-08-2029;7;490.0
5891;6;2;19-12-2029;6;3000.0
5892;3;1;10-04-2029;9;7200.0
5893;2;11;11-10-2026;15;1050.0
5894;3;4;15-02-2028;11;110.0
5895;1;3;01-06-2026;11;3300.0
5896;1;6;26-03-2029;9;1620.0
5897;3;10;09-03-2030;10;450.0
5898;5;4;22-09-2030;6;60.0
5899;3;5;30-12-2027;10;200.0
5900;4;1;19-05-2027;10;8000.0
5901;5;9;29-06-2027;5;750.0
5902;4;9;15-05-2026;13;1950.0
5903;3;4;08-09-2029;8;80.0
5904;5;3;25-10-2030;15;4500.0
5905;6;11;22-04-2027;10;700.0
5906;2;7;16-03-2026;14;1260.0
5907;5;8;19-02-2029;5;200.0
5908;1;10;03-09-2027;9;405.0
5909;6;5;14-10-2030;14;280.0
5910;3;12;25-08-2027;15;150.0
5911;4;3;03-06-2026;15;4500.0
5912;5;5;26-05-2030;10;200.0
5913;2;6;01-11-2028;8;1440.0
5914;2;1;22-04-2028;13;10400.0
5915;3;2;23-01-2028;13;6500.0
5916;1;2;25-01-2029;14;7000.0
5917;1;8;21-02-2026;14;560.0
5918;5;5;12-08-2026;5;100.0
5919;3;6;29-04-2029;10;1800.0
5920;6;7;10-04-2028;13;1170.0
5921;2;3;10-01-2029;13;3900.0
5922;1;9;20-05-2030;13;1950.0
5923;2;5;21-08-2030;6;120.0
5924;2;6;08-09-2026;5;900.0
5925;3;12;09-10-2027;15;150.0
5926;2;9;23-04-2028;8;1200.0
5927;1;3;26-11-2027;10;3000.0
5928;3;3;11-12-2029;6;1800.0
5929;4;8;19-08-2030;11;440.0
5930;3;3;06-01-2029;11;3300.0
5931;1;5;21-07-2029;12;240.0
5932;5;11;23-06-2027;5;350.0
5933;6;7;27-04-2030;6;540.0
5934;2;1;02-09-2026;11;8800.0
5935;3;7;16-06-2030;10;900.0
5936;4;4;05-03-2027;7;70.0
5937;1;7;31-03-2027;10;900.0
5938;5;5;24-06-2027;15;300.0
5939;3;7;18-02-2029;7;630.0
5940;1;5;23-08-2028;11;220.0
5941;5;8;28-11-2029;6;240.0
5942;2;3;11-12-2028;13;3900.0
5943;4;10;23-05-2030;14;630.0
5944;2;11;17-06-2026;12;840.0
5945;2;5;03-03-2026;15;300.0
5946;6;4;28-03-2026;12;120.0
5947;6;2;07-09-2027;6;3000.0
5948;3;11;17-07-2028;6;420.0
5949;2;3;18-05-2030;13;3900.0
5950;6;5;06-07-2028;11;220.0
5951;2;12;28-10-2027;13;130.0
5952;2;12;07-11-2027;9;90.0
5953;6;11;28-09-2029;14;980.0
5954;3;3;15-09-2027;7;2100.0
5955;1;10;20-10-2027;5;225.0
5956;3;7;10-08-2026;10;900.0
5957;5;3;07-12-2030;7;2100.0
5958;4;9;18-11-2026;14;2100.0
5959;5;11;26-10-2029;10;700.0
5960;1;12;06-05-2030;5;50.0
5961;3;9;09-06-2029;13;1950.0
5962;6;1;08-07-2030;10;8000.0
5963;2;10;11-11-2027;12;540.0
5964;2;4;24-07-2027;14;140.0
5965;4;9;17-12-2026;6;900.0
5966;3;11;07-11-2026;12;840.0
5967;6;4;22-04-2028;10;100.0
5968;2;6;02-11-2026;8;1440.0
5969;3;8;19-08-2030;11;440.0
5970;3;7;19-09-2027;7;630.0
5971;5;5;10-11-2028;8;160.0
5972;3;9;20-05-2029;9;1350.0
5973;2;9;24-12-2028;6;900.0
5974;6;9;25-07-2030;10;1500.0
5975;3;3;19-04-2026;9;2700.0
5976;2;9;30-06-2030;6;900.0
5977;4;9;17-07-2027;11;1650.0
5978;4;4;30-08-2027;7;70.0
5979;1;7;16-08-2028;9;810.0
5980;5;7;23-10-2030;10;900.0
5981;2;3;16-12-2028;7;2100.0
5982;1;2;07-10-2030;6;3000.0
5983;1;11;03-04-2026;8;560.0
5984;4;9;08-04-2027;8;1200.0
5985;4;3;27-03-2027;14;4200.0
5986;2;5;23-05-2029;5;100.0
5987;1;10;29-08-2028;5;225.0
5988;3;8;21-02-2029;8;320.0
5989;4;5;14-04-2030;8;160.0
5990;1;6;09-07-2029;13;2340.0
5991;1;3;07-03-2026;12;3600.0
5992;4;9;25-09-2026;10;1500.0
5993;3;10;11-09-2030;9;405.0
5994;3;6;30-06-2026;5;900.0
5995;3;6;27-03-2028;5;900.0
5996;2;5;09-06-2029;9;180.0
5997;3;12;18-04-2029;14;140.0
5998;3;6;24-01-2029;8;1440.0
5999;2;9;28-08-2028;10;1500.0
6000;5;12;03-08-2027;11;110.0
6001;6;6;19-01-2030;11;1980.0
6002;1;9;09-01-2029;10;1500.0
6003;1;9;13-06-2028;12;1800.0
6004;3;12;10-06-2026;15;150.0
6005;3;4;26-04-2028;9;90.0
6006;5;6;16-07-2027;5;900.0
6007;4;9;05-06-2029;13;1950.0
6008;1;3;06-10-2026;14;4200.0
6009;3;2;16-06-2030;13;6500.0
6010;4;3;04-09-2030;13;3900.0
6011;6;1;22-08-2026;15;12000.0
6012;3;9;08-03-2026;9;1350.0
6013;6;3;13-10-2030;11;3300.0
6014;1;3;05-04-2026;8;2400.0
6015;3;12;23-08-2029;12;120.0
6016;4;11;25-01-2028;10;700.0
6017;2;7;06-11-2026;7;630.0
6018;2;11;19-11-2026;13;910.0
6019;6;3;17-05-2026;8;2400.0
6020;6;12;07-08-2030;5;50.0
6021;5;6;18-06-2029;8;1440.0
6022;3;11;03-01-2029;8;560.0
6023;2;8;03-05-2027;5;200.0
6024;3;8;04-03-2029;12;480.0
6025;4;9;18-09-2027;7;1050.0
6026;6;10;01-05-2030;7;315.0
6027;5;12;22-05-2030;13;130.0
6028;3;8;01-10-2030;13;520.0
6029;1;2;23-12-2026;9;4500.0
6030;3;1;19-01-2029;7;5600.0
6031;1;11;27-02-2028;5;350.0
6032;1;9;12-04-2027;15;2250.0
6033;1;12;16-09-2028;15;150.0
6034;4;7;14-05-2030;12;1080.0
6035;4;2;21-05-2027;5;2500.0
6036;1;6;08-03-2029;11;1980.0
6037;5;8;27-10-2028;14;560.0
6038;2;10;01-10-2028;13;585.0
6039;3;9;26-12-2030;9;1350.0
6040;2;4;05-06-2027;9;90.0
6041;1;2;16-09-2028;8;4000.0
6042;5;2;13-04-2027;12;6000.0
6043;3;5;05-12-2027;15;300.0
6044;6;1;28-07-2030;13;10400.0
6045;5;12;02-03-2030;9;90.0
6046;4;12;23-05-2027;14;140.0
6047;4;5;13-06-2026;8;160.0
6048;5;5;07-09-2026;11;220.0
6049;2;9;18-03-2026;13;1950.0
6050;4;5;04-02-2027;6;120.0
6051;3;5;07-04-2028;8;160.0
6052;6;3;14-11-2030;15;4500.0
6053;5;11;28-02-2026;10;700.0
6054;1;10;22-11-2027;8;360.0
6055;4;9;28-05-2028;9;1350.0
6056;3;2;18-07-2030;15;7500.0
6057;1;7;19-11-2029;6;540.0
6058;3;11;24-09-2026;12;840.0
6059;3;2;30-07-2029;14;7000.0
6060;4;8;11-11-2026;5;200.0
6061;4;2;22-05-2026;12;6000.0
6062;6;3;27-11-2029;12;3600.0
6063;2;9;16-05-2030;13;1950.0
6064;2;3;24-11-2028;12;3600.0
6065;2;5;29-04-2026;12;240.0
6066;2;12;01-03-2029;5;50.0
6067;2;10;13-07-2026;6;270.0
6068;3;8;02-02-2028;14;560.0
6069;2;4;30-08-2030;14;140.0
6070;1;3;23-07-2027;13;3900.0
6071;1;6;13-11-2027;10;1800.0
6072;3;5;13-08-2029;12;240.0
6073;1;11;01-03-2026;5;350.0
6074;1;11;26-05-2027;6;420.0
6075;4;6;12-04-2027;8;1440.0
6076;6;12;28-09-2028;5;50.0
6077;6;11;31-05-2028;6;420.0
6078;3;9;14-04-2029;13;1950.0
6079;2;8;15-03-2027;7;280.0
6080;6;7;07-12-2029;5;450.0
6081;5;4;23-03-2028;12;120.0
6082;1;3;18-07-2028;7;2100.0
6083;6;2;04-09-2026;12;6000.0
6084;3;4;04-12-2027;14;140.0
6085;2;6;06-03-2026;8;1440.0
6086;2;7;03-12-2030;9;810.0
6087;4;4;25-12-2028;14;140.0
6088;5;6;26-10-2029;8;1440.0
6089;1;6;30-11-2026;8;1440.0
6090;3;4;21-07-2026;8;80.0
6091;3;1;16-12-2026;6;4800.0
6092;3;8;18-02-2027;15;600.0
6093;6;4;24-03-2029;5;50.0
6094;6;8;15-04-2028;7;280.0
6095;2;6;19-01-2027;12;2160.0
6096;5;1;09-03-2026;6;4800.0
6097;5;12;18-12-2029;15;150.0
6098;3;2;20-09-2027;15;7500.0
6099;5;5;09-11-2028;14;280.0
6100;4;8;05-03-2028;7;280.0
6101;5;2;17-04-2029;10;5000.0
6102;1;7;05-12-2026;10;900.0
6103;4;12;14-08-2030;11;110.0
6104;6;4;10-06-2028;12;120.0
6105;2;11;29-08-2027;12;840.0
6106;1;1;10-12-2027;11;8800.0
6107;4;4;11-11-2026;10;100.0
6108;5;5;09-08-2030;13;260.0
6109;5;7;26-10-2029;5;450.0
6110;1;12;27-01-2028;6;60.0
6111;3;1;25-03-2030;6;4800.0
6112;3;11;15-04-2027;13;910.0
6113;4;8;16-11-2028;14;560.0
6114;2;1;09-04-2030;12;9600.0
6115;6;6;21-03-2026;15;2700.0
6116;2;9;13-05-2030;10;1500.0
6117;1;11;21-01-2027;5;350.0
6118;3;12;09-09-2027;6;60.0
6119;2;2;22-03-2029;12;6000.0
6120;6;10;20-03-2030;7;315.0
6121;4;10;16-10-2030;13;585.0
6122;3;2;27-02-2028;8;4000.0
6123;3;9;19-02-2029;11;1650.0
6124;1;12;17-09-2030;6;60.0
6125;1;1;27-01-2027;6;4800.0
6126;1;1;08-06-2029;5;4000.0
6127;1;3;30-11-2026;8;2400.0
6128;2;4;26-08-2028;6;60.0
6129;1;1;28-03-2026;12;9600.0
6130;2;5;26-01-2027;7;140.0
6131;1;10;26-07-2026;13;585.0
6132;5;8;21-04-2028;12;480.0
6133;2;10;11-04-2028;6;270.0
6134;3;1;31-08-2026;8;6400.0
6135;6;5;18-07-2030;8;160.0
6136;3;5;06-02-2030;13;260.0
6137;2;5;29-01-2027;9;180.0
6138;6;6;24-01-2029;6;1080.0
6139;3;3;29-09-2026;8;2400.0
6140;5;11;31-12-2030;15;1050.0
6141;6;2;23-06-2027;5;2500.0
6142;2;1;31-10-2028;7;5600.0
6143;1;12;25-01-2030;7;70.0
6144;6;11;12-08-2026;8;560.0
6145;6;9;19-08-2026;10;1500.0
6146;6;12;13-10-2028;15;150.0
6147;3;9;29-02-2028;13;1950.0
6148;6;10;11-11-2028;14;630.0
6149;1;12;22-02-2027;6;60.0
6150;1;7;26-03-2028;6;540.0
6151;1;2;30-05-2028;7;3500.0
6152;5;6;25-05-2030;13;2340.0
6153;3;1;28-10-2026;6;4800.0
6154;2;2;25-12-2029;9;4500.0
6155;5;4;09-11-2029;11;110.0
6156;6;6;27-08-2029;6;1080.0
6157;2;2;17-10-2028;13;6500.0
6158;2;3;07-08-2027;13;3900.0
6159;6;2;21-12-2030;8;4000.0
6160;5;4;29-09-2029;11;110.0
6161;4;1;01-04-2027;8;6400.0
6162;2;12;04-03-2029;11;110.0
6163;4;6;20-04-2029;11;1980.0
6164;5;6;02-11-2026;15;2700.0
6165;3;3;22-04-2030;9;2700.0
6166;5;5;29-06-2030;15;300.0
6167;4;6;04-05-2028;5;900.0
6168;6;3;12-04-2030;12;3600.0
6169;6;12;09-05-2027;9;90.0
6170;4;4;28-03-2030;5;50.0
6171;3;1;25-04-2026;5;4000.0
6172;2;5;22-03-2028;15;300.0
6173;2;10;13-01-2028;9;405.0
6174;3;6;27-12-2028;9;1620.0
6175;5;8;10-01-2028;14;560.0
6176;4;3;12-05-2027;5;1500.0
6177;6;6;27-10-2028;6;1080.0
6178;3;9;22-03-2029;7;1050.0
6179;2;2;09-06-2028;9;4500.0
6180;2;12;22-03-2029;6;60.0
6181;5;5;23-12-2028;9;180.0
6182;6;6;11-11-2026;8;1440.0
6183;1;12;04-12-2030;10;100.0
6184;5;12;14-01-2029;5;50.0
6185;2;11;06-08-2029;14;980.0
6186;1;11;29-03-2028;8;560.0
6187;1;7;16-02-2029;12;1080.0
6188;5;2;19-08-2030;5;2500.0
6189;3;12;11-11-2028;14;140.0
6190;5;9;13-11-2029;13;1950.0
6191;4;4;06-01-2028;11;110.0
6192;6;5;12-06-2026;12;240.0
6193;3;11;28-03-2027;8;560.0
6194;1;11;12-04-2027;15;1050.0
6195;1;9;29-04-2030;14;2100.0
6196;5;10;23-02-2027;10;450.0
6197;2;4;11-10-2028;15;150.0
6198;1;10;14-06-2028;14;630.0
6199;4;10;11-08-2028;10;450.0
6200;5;5;21-09-2029;13;260.0
6201;3;8;14-08-2027;10;400.0
6202;5;9;08-01-2027;14;2100.0
6203;3;8;07-03-2027;14;560.0
6204;1;5;13-10-2026;13;260.0
6205;3;2;31-08-2029;7;3500.0
6206;4;5;06-05-2028;11;220.0
6207;2;6;06-01-2027;11;1980.0
6208;1;1;25-07-2028;12;9600.0
6209;4;8;23-11-2029;15;600.0
6210;1;1;16-02-2029;9;7200.0
6211;1;4;19-10-2028;6;60.0
6212;6;5;25-06-2030;12;240.0
6213;2;2;22-06-2028;12;6000.0
6214;1;8;24-05-2030;14;560.0
6215;4;8;28-03-2029;10;400.0
6216;4;3;19-12-2027;5;1500.0
6217;2;8;18-09-2028;11;440.0
6218;2;10;11-03-2027;7;315.0
6219;2;7;22-03-2026;7;630.0
6220;6;9;16-03-2027;10;1500.0
6221;2;1;14-11-2028;12;9600.0
6222;6;5;13-12-2030;13;260.0
6223;5;2;07-10-2027;11;5500.0
6224;6;7;17-08-2028;14;1260.0
6225;5;8;10-11-2027;7;280.0
6226;5;11;02-09-2028;13;910.0
6227;5;4;21-10-2026;12;120.0
6228;1;7;23-03-2030;15;1350.0
6229;2;10;13-07-2029;9;405.0
6230;6;10;18-06-2027;5;225.0
6231;6;1;15-12-2028;7;5600.0
6232;5;12;01-09-2030;7;70.0
6233;6;7;30-05-2027;11;990.0
6234;4;5;06-11-2030;9;180.0
6235;3;12;04-02-2030;6;60.0
6236;6;3;02-07-2030;7;2100.0
6237;4;9;28-08-2026;11;1650.0
6238;1;6;18-02-2028;11;1980.0
6239;6;8;17-04-2026;15;600.0
6240;2;11;17-07-2028;5;350.0
6241;4;7;23-09-2030;15;1350.0
6242;2;4;11-04-2030;8;80.0
6243;1;1;22-09-2027;12;9600.0
6244;5;6;23-05-2027;8;1440.0
6245;3;5;17-02-2027;12;240.0
6246;4;3;11-09-2027;15;4500.0
6247;4;6;19-12-2028;15;2700.0
6248;2;12;15-08-2027;8;80.0
6249;2;7;06-03-2027;13;1170.0
6250;3;10;03-07-2026;8;360.0
6251;4;3;27-04-2028;14;4200.0
6252;3;3;29-06-2027;8;2400.0
6253;4;9;23-06-2030;9;1350.0
6254;2;4;01-10-2026;14;140.0
6255;6;3;01-10-2028;8;2400.0
6256;4;8;27-08-2028;13;520.0
6257;1;3;27-06-2029;6;1800.0
6258;1;7;15-12-2029;15;1350.0
6259;1;3;23-03-2027;11;3300.0
6260;1;5;12-06-2026;13;260.0
6261;2;9;04-05-2027;7;1050.0
6262;2;10;24-05-2030;11;495.0
6263;2;9;07-10-2026;8;1200.0
6264;3;7;03-12-2028;6;540.0
6265;2;12;15-10-2029;7;70.0
6266;3;2;17-10-2029;6;3000.0
6267;5;2;07-09-2029;7;3500.0
6268;2;9;15-06-2029;7;1050.0
6269;5;8;15-08-2029;12;480.0
6270;1;12;18-11-2029;5;50.0
6271;2;1;01-06-2029;10;8000.0
6272;6;5;14-02-2027;13;260.0
6273;1;5;21-11-2028;10;200.0
6274;2;8;11-11-2028;5;200.0
6275;1;12;18-12-2028;12;120.0
6276;6;5;16-11-2030;9;180.0
6277;5;7;01-04-2027;7;630.0
6278;1;9;07-07-2030;9;1350.0
6279;6;2;23-06-2028;11;5500.0
6280;3;3;13-07-2027;5;1500.0
6281;3;12;22-11-2030;12;120.0
6282;5;2;28-06-2029;13;6500.0
6283;3;7;25-07-2027;5;450.0
6284;5;1;13-11-2026;7;5600.0
6285;2;8;13-08-2029;6;240.0
6286;4;6;07-03-2027;9;1620.0
6287;6;5;12-04-2030;11;220.0
6288;6;2;14-09-2026;14;7000.0
6289;1;4;01-06-2030;10;100.0
6290;5;8;09-07-2029;9;360.0
6291;4;5;12-09-2028;13;260.0
6292;1;2;28-11-2027;15;7500.0
6293;4;5;16-11-2028;6;120.0
6294;2;4;18-06-2030;10;100.0
6295;3;9;13-04-2028;6;900.0
6296;5;9;28-04-2029;14;2100.0
6297;2;12;20-03-2028;15;150.0
6298;6;4;02-07-2028;13;130.0
6299;4;1;23-03-2026;11;8800.0
6300;3;2;19-02-2030;7;3500.0
6301;4;4;04-01-2027;13;130.0
6302;6;8;10-07-2030;7;280.0
6303;5;10;28-03-2027;12;540.0
6304;1;4;25-06-2027;12;120.0
6305;5;4;25-09-2030;7;70.0
6306;1;1;03-05-2030;8;6400.0
6307;6;4;12-01-2030;5;50.0
6308;1;11;05-10-2030;15;1050.0
6309;5;3;16-11-2028;7;2100.0
6310;3;4;01-03-2028;7;70.0
6311;3;7;01-02-2028;10;900.0
6312;5;11;04-02-2028;9;630.0
6313;5;7;10-05-2026;14;1260.0
6314;2;2;17-11-2027;14;7000.0
6315;6;9;09-03-2026;14;2100.0
6316;1;10;04-09-2029;12;540.0
6317;1;11;10-06-2026;6;420.0
6318;1;6;19-12-2028;11;1980.0
6319;6;7;12-06-2027;12;1080.0
6320;6;6;18-07-2029;7;1260.0
6321;4;3;11-11-2029;15;4500.0
6322;6;1;06-10-2028;5;4000.0
6323;1;10;11-05-2030;9;405.0
6324;6;7;24-11-2027;11;990.0
6325;5;4;23-07-2030;6;60.0
6326;3;5;12-04-2027;11;220.0
6327;5;4;25-05-2030;9;90.0
6328;5;1;23-07-2029;11;8800.0
6329;2;11;24-01-2028;8;560.0
6330;2;7;08-03-2030;9;810.0
6331;3;10;28-05-2027;12;540.0
6332;2;2;17-01-2028;15;7500.0
6333;3;4;24-02-2029;13;130.0
6334;1;2;23-10-2028;9;4500.0
6335;3;11;03-07-2030;6;420.0
6336;5;11;15-06-2030;13;910.0
6337;6;10;19-05-2030;12;540.0
6338;2;2;09-09-2028;5;2500.0
6339;1;12;26-04-2027;11;110.0
6340;4;12;29-10-2029;10;100.0
6341;5;1;19-06-2028;14;11200.0
6342;1;10;16-08-2028;9;405.0
6343;1;8;19-02-2028;9;360.0
6344;6;12;27-01-2030;7;70.0
6345;5;2;19-08-2026;14;7000.0
6346;1;4;12-05-2030;7;70.0
6347;1;4;21-04-2028;6;60.0
6348;2;3;15-11-2030;5;1500.0
6349;6;11;14-08-2026;7;490.0
6350;3;1;04-11-2027;13;10400.0
6351;2;1;02-10-2026;7;5600.0
6352;2;11;31-05-2026;13;910.0
6353;2;8;23-12-2027;9;360.0
6354;5;2;06-08-2029;13;6500.0
6355;2;8;09-12-2030;6;240.0
6356;4;1;03-10-2029;8;6400.0
6357;3;10;20-04-2029;7;315.0
6358;5;1;21-05-2026;15;12000.0
6359;5;7;19-06-2026;13;1170.0
6360;3;1;11-09-2030;7;5600.0
6361;1;11;11-02-2028;8;560.0
6362;6;10;26-12-2030;12;540.0
6363;2;12;17-09-2030;15;150.0
